"","council","lat","long","artist","title","location","year","url","img","yearrange","historic"
"71","Sandyford Business Improvement District",53.273302,-6.200652,"Svetlana Starikova","Sunny Forest","Brewery Road/Burton Hall, Sandyford, Dublin 18.",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/svetlana-starikova","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5fa12e5fc8e6ad5764256be7_Sunny%20Forest%E2%80%99%20by%20Svetlana%20Starikova%20%E2%80%93%20BID%20-%202020%20(3).jpg","2020",0
"72","Fingal County Council",53.459286,-6.219909,"Alanna Galvin","Black Raven","Bridge Street, Swords Main Street, Swords, Dublin.",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/alanna-galvin","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e1f5cfd06261448435229c7_Funky%20in%20Fingal%20by%20Alanna%20Galvin%202.jpg","2018",0
"73","Dublin City Council",53.343301,-6.281352,"Sinead O'Connor","Bloom","Bridgefoot Street/Thomas Street, The Liberties, Dublin 8",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/sinead-oconnor","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e2c817012d93558e1e5e185_Bloom%20by%20Sinead%20O%27Connor.jpg","2019",0
"74","Dublin City Council",53.380635,-6.200918,"Aj Higgins","It's A Grand Little Country We Live In","Brookwood Ave/Brookwood Grove",2021,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/aj-higgins","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/616fee8127068fc6daf1a368_It%E2%80%99s%20A%20Grand%20Little%20Country%20We%20Live%20In%E2%80%99%20by%20Aj%20Higgins%20(1).jpg","2021",0
"75","Dublin City Council",53.347777,-6.291911,"Niamh Ni Bhroin","Park Life","Parkgate Street, Dublin 1",2017,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/niamh-ni-bhroin","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e249c8ab966d9c3a78deee2_Parklife_by_Niamh_N%C3%AD_Bhroin%202017%203.jpg","2017 - 2020",1
"76","Dublin City Council",53.347791,-6.243727,"Nora Rampinelli","Unconventional Pandora's box","North Wall Quay, Dublin 1",2015,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/nora-rampinelli","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e2d92d48c2b17861ec3973b_Unconventional%20Pandora%27s%20Box%20by%20Nora%20Rampinelli%20%20(4).jpg","2015",0
"77","Dublin City Council",53.339453,-6.307748,"Ella Senturk","Flora","Bulfin Road - South Circular Road, Kilmainham, Dublin 8.",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/ella-senturk","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f9aa142e3d5eb7be4302d67_Flora%20by%20Ela%20Senturk%20(2).jpg","2020",0
"78","Dublin City Council",53.340604,-6.270059,"Felisha Warton","The Castle","Bull Street/Bride Street, Dublin 2",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/felisha-warton","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e289fe9fa3c22d003ee720c_The%20Castle%20by%20Felisha%20Warton%202.jpg","2019",0
"79","Dublin City Council",53.340604,-6.270059,"Alison O'Grady","A Grai mo chroa Dublin City","Bull Street/Bride Street, Dublin 2.",2016,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/alison-ogrady-2","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e1f60020626147f10524698_A%20Ghra%20mo%20Chroi%20Dublin%20City%20by%20Alison%20O%20Grady%20(25).jpg","2016 - 2019",1
"80","Sandyford Business Improvement District",53.27388,-6.20396,"Silvia Lombardi","Breath, your freedom depends on you","Burton Hall Road, Sandyford, Dublin 18.",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/silvia-lombardi","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5fa129cd92044549865d3b05_Breath%20Your%20Freedom%20Depends%20on%20You%20by%20Silvia%20Lombardi%20-%20BID%20-%202020%20(1).jpg","2020",0
"81","South Dublin County Council",53.297856,-6.286102,"Hugh Madden","The Skating Minister","Butterfield Avenue/Rathfarnham Road, Rathfarnham, Dublin 14",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/hugh-madden-8","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e270f8316b6d1764a00e33c_The%20Skating%20Minister%20by%20Hugh%20Madden%203.jpg","2018",0
"82","South Dublin County Council",53.296253,-6.296299,"Joice Palloma Gomes Magalḥes","Hello old friend","Butterfild Avenue, Rathtarham, Dublin 14",2021,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/joice-palloma-gomes-magalhaes","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/616965d348019c373b54110b_Hello%20old%20friend%20by%20Joice%20Palloma%20Gomes%20Magalh%C3%A3es%20(3).jpg","2021",0
"83","South Dublin County Council",53.296253,-6.296299,"Rachel Maher","Soulsun","Butterfild Avenue, Rathtarham, Dublin 14",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/rachel-maher-2","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e274b9a39e887bd3da33f93_Soulsun%20by%20Rachel%20Maher%205.jpg","2018 - 2021",1
"84","Dublin City Council",53.347791,-6.243727,"Clodagh Burke","Colours","Rosie Hackett Bridge, North City, Dublin 1.",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/clodagh-burke","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f9ff9a9ea8715492c1015e4_Along%20the%20River%20Liffey%20by%20Clodagh%20Burke%20-%20DCC%20-%202020%20(1).jpg","2020",0
"85","Dublin City Council",53.347902,-6.289932,"Cathy Mulhern","City Floral Space","Benburb Street/Temple Street West, Dublin 7",2021,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/cathy-mulhern","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/616d85bbc57527857cca563f_City%20Floral%20Space%20by%20Cathy%20Mulhern%20(4).jpg","2021",0
"86","Dublin City Council",53.335499,-6.265264,"Meagan Hyland","Hold Me Closer","Camden Street Lower, Dublin 8",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/megan-hyland","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f9ac9be5da0bec61396e94f_Hold%20Me%20Closer%20by%20Meagan%20Hyland%20-%20DCC%20-%202020%20(1).jpg","2020",0
"87","Dublin City Council",53.335499,-6.265264,"Tammy Bradley","Looking at the Stars","Camden Street Lower, Dublin 8",2017,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/tammy-bradley","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e37029ba3d85b12c421ea15__Looking%20at%20the%20Stars_%20by%20Tammy%20Bradley%202017%205.jpg","2017 - 2020",1
"88","Dublin City Council",53.333636,-6.265121,"Morgan","R2","Camden Street Upper, Dublin 8.",2015,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/morgan","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e277544e30121465e8bd169_R2%20by%20Morgan%20%20(5).jpg","2015",0
"89","Dublin City Council",53.335476,-6.265209,"Ruan van Vliet","I'm sticking With You","Camden Street, Dublin 2",2015,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/ruan-van-vliet","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e2d95172ca1f768b70f272b_I%20m%20Sticking%20With%20You%20by%20Ruan%20van%20Vliet%20(1).jpg","2015 - 2017",1
"90","Dublin City Council",53.330319,-6.260087,"Pradeep Mahadesthwar","Faces - We are all in this Together","Canal Road, Ranelagh Road, Rathmines, Dublin 6",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/pradeep-mahadesthwar","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f9db00d06d75e965115f50b_Faces%20-%20We%20are%20all%20in%20this%20Together%20by%20Pradeep%20Mahadeshwar%20-%20DCC%20-%202020%20353.jpg","2020",0
"91","Dublin City Council",53.330251,-6.260158,"Eoin Barry","Love Mor","Canal Road, Ranelagh, Dublin 6.",2015,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/eoin-barry","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e277113e30121ed848bb300_Love%20Mor%20by%20Eoin%20Barry%20(2).jpg","2015 - 2020",1
"92","Dublin City Council",53.329972,-6.264201,"Magda Cwik","Happy Friday","Canal Road, Rathmines Road, Rathmines, Dublin 6",2016,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/magda-cwik","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e2da8128c2b1733bfc45c1f_Happy%20Friday%20by%20Magda%20Cwik%20(2).jpg","2016 - 2018",1
"93","Dublin City Council",53.347022,-6.270472,"Sheila Flaherty","Queen of Heart","Canal Road, Rathmines Road, Rathmines, Dublin 6",2017,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/sheila-flaherty-2","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e2de1962ca1f7e8c0128d89_Ester%20by%20Sheila%20Flaherty%20-%202017%20-%201.jpg","2017 - 2020",1
"94","Dublin City Council",53.347022,-6.270472,"Kelsey Overbey","Ah G'wandola","Canal Road, Rathmines Road, Rathmines, Dublin 6.",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/kelsey-overbey","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f9ab6fe0769ae247908c811_%E2%80%9CAh%2C%20G%E2%80%99wandola%E2%80%9D%20by%20Kelsey%20Overbey%20%E2%80%93%20DCC%20-%202020%20(1).jpg","2020 - 2021",1
"95","Dublin City Council",53.329944,-6.264215,"Eilis O'Neill","Making Music","Canal Road, Rathmines, Dublin 2",2021,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/eilis-oneill-3","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/61717463eb96fc27f2b7b715_Making%20Music%20by%20%C3%89ilis%20ONeill%20(2).jpg","2021",0
"96","Dublin City Council",53.347925,-6.245985,"Sek One","Angle Fish","North Wall Quay, Dublin 1.",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/sek-one","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f9ed4b147740122fa4cbf3a_%E2%80%98Angle%20Fish%E2%80%99%20by%20Sek%20One%20-%20DCC%20-%202020%20(2).jpg","2020",0
"97","Dublin City Council",53.389204,-6.312344,"Eilis Connolly","Birds Eye View","Cardiffsbridge Road/Cappagh, Finglas, Dublin 11.",2021,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/eilis-connolly","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/61703531b999eb066ae68e1b_Birds%20Eye%20View%20by%20Eil%C3%ADs%20Connolly%20(3).jpg","2021",0
"98","Dublin City Council",53.347925,-6.245985,"Eoin Barry","Gra","North Wall Quay, Dublin 1.",2015,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/eoin-barry-2","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e1f894883568e529970c9de_Gra%20by%20Eoin%20Barry%20(3)-2.jpg","2015 - 2020",1
"99","Dublin City Council",53.372145,-6.222819,"Aidan Butler","A Sporting Chance","Casino Estate, Marino, Dublin 5",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/aidan-butler","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e1f5958a947d815aaca5c0f_A%20Sporting%20Chance%20by%20Aidan%20Butler%204.jpg","2018",0
"100","Dublin City Council",53.372145,-6.222819,"Aidan Butler","A Sporting Chance","Casino Estate, Marino, Dublin 5",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/aidan-butler","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e1f5958a947d815aaca5c0f_A%20Sporting%20Chance%20by%20Aidan%20Butler%204.jpg","2018",0
"101","Dublin City Council",53.360335,-6.209758,"Claire O'Hagan","Awe","Castle Avenue, Clontarf Road, Dublin 3",2017,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/claire-ohagan","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e2efd4777e46b71eaa96c44_Awe%20by%20Claire%20O%27Hagan%20-%202017%20-%201.jpg","2017 - 2021",1
"102","Dublin City Council",53.360335,-6.209758,"Clodagh McKenna","The Bath","Castle Avenue, Clontarf Road, Dublin 3",2021,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/clodagh-mckenna-2","","2021",0
"103","South Dublin County Council",53.347007,-6.425053,"Megan Butler","Connections Between","Castle Road / Ballyowen Road, Ballyowen, Dublin.",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/megan-butler","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e273740708282bddeb1f260_Connections%20Between%20by%20Megan%20Butler%202.jpg","2019",0
"104","South Dublin County Council",53.280149,-6.445195,"Chloe Bracken","Red Robin on Cherry Blossom","Castle Road/Mill Road, Saggart, Dublin 24",2021,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/chloe-bracken","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/616855f002b1b76d11150d9f_Saggart%20Red%20Robin%20by%20Chloe%20Bracken%20(3).jpg","2021",0
"105","South Dublin County Council",53.280149,-6.445195,"Grainne Keogh","Come to Your Senses","Castle Road/Mill Road, Saggart, Dublin 24",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/grainne-keogh","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e270d0c54abf8533f2437d0_Come%20to%20your%20Senses%20by%20Grainne%20Keogh%203.jpg","2018 - 2021",1
"106","Dublin City Council",53.347944,-6.246282,"Peter Byrne","Funfair-Carnival box","North Wall Quay, Dublin 1",2015,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/peter-byrne","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e2d93bcd2e067b849b129b7_Funfair%20Carnival%20by%20LUAS%20%20(2).jpg","2015 - 2020",1
"107","Dublin City Council",53.38104,-6.239244,"Alan Mac Arthur","Frolicking Fox","Celtic Park Road /Collins Avenue, Dublin 5",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/alan-mac-arthur","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e1f5c6c06261477585225ed_Frolicking%20Fox%20by%20Alan%20McArthur.jpg","2019",0
"108","Dublin City Council",53.348276,-6.30837,"Rachel Maher","5th Dimension","Chapelizard/South Circular Road, Phoenix Road, Dublin 8",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/rachel-maher-3","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e274b466f517bf264aea266_5th%20Dimension%20by%20Rachel%20Maher%202.jpg","2019",0
"109","Dublin City Council",53.348337,-6.342684,"Maria Crean","Iseult","Chapelizod Road/Chapelizod, Dublin 10",2021,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/maria-crean","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/616d64d894d90453cc6aafa2_Iseult%20by%20Maria%20Crean%20(2).jpg","2021",0
"110","Dublin City Council",53.33051,-6.260401,"Lydia Hughes","Swanning Along","Charlemont Street, Barge Bar, Dublin 2",2017,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/lydia-hughes","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e33098339fa1d21b9db6dde_Swanning%20Along%20by%20Lydia%20Hughes%202018%201.jpg","2017 - 2019",1
"111","South Dublin County Council",53.290676,-6.31464,"Maria Boyle","Community Spirit","Charville Manor, Fir House Road, Ballyboden, Dublin 16",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/maria-boyle","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e2730ef70828274e2b1a6d6_Community%20Spirit%20by%20Maria%20Boyle%202.jpg","2018",0
"112","Dublin City Council",53.348203,-6.296479,"Claire Blackwell","Flora in the Phoenix Park","Chesterfield Road, Phoneix Park, Dublin 8",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/claire-blackwell","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e29f14bc162287cae4d2a4b_Flora%20of%20The%20Phoenix%20Park%20by%20Clare%20Blackwell.jpg","2019",0
"113","Dublin City Council",53.347995,-6.274571,"Hugh Madden","Sarah Curran & Robert Curran","Church Street. Dublin 7",2017,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/hugh-madden-4","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e2717855f16d05c51476810_Robert%20Curran%20%26%20Sarah%20Curran%20By%20Hugh%20Madden%20(2).jpg","2017",0
"114","Dun Laoghaire Rathdown County Council",53.257125,-6.128121,"Clare O'Connor","Moxie","Church Rd, Killiney, Ballybrack, Dublin",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/clare-oconnor-2","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e2a19b3ca7814e6f6294b70_Moxie%20by%20Clare%20O%20Conner.jpg","2018",0
"115","Dublin City Council",53.348032,-6.247812,"Emmalene Blake","Freddie","Sean O Casey Bridge, Dublin 1",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/emmalene-blake-6","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e1f88ccfbdfd410c76d1621_I%20Want%20To%20Ride%20My%20Bicycle%20by%20Emma%20Blake%20-%20Velocity%20-%202019%204.jpg","2018 - 2021",1
"116","Dun Laoghaire Rathdown County Council",53.264876,-6.133734,"Claire Schorman","Fernhill Flowers","Church Road/Church view Road, Killiney, Co. Dublin,",2021,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/claire-schorman","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/6168169a4728aae0f4a4cf5f_%E2%80%98Flowers%E2%80%99%20by%20Claire%20Schorman%20(4).jpg","2021",0
"117","Dublin City Council",53.348036,-6.247685,"Amie Gerardi","The Birds","North Wall Quay, Dublin 1",2021,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/amie-gerardi","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/616d7943ea35b9f501eec280_The%20Birds%20by%20Amie%20Gerardi%20(2).jpg","2021",0
"118","Dublin City Council",53.348048,-6.247814,"Sue Ann Moore","Soul Music","North Wall Quay, Dublin 1",2017,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/sue-ann-moore","","2017 - 2019",1
"119","Dublin City Council",53.348302,-6.251681,"Ariyana Ahmad","The Girls are Back in Town","Custom House Quay, Dublin 1.",2015,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/ariyana-ahmad","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5fad933a9211a741eb469831_The%20Girls%20are%20Back%20in%20Town%20by%20Ariyana%20Ahmad%2C%20Custom%20House%20Quay%20-%202015%20-%202.jpg","2015 - 2018",1
"120","Dublin City Council",53.348307,-6.254956,"Juliette Viode","The Lion and the Unicorn","Custom House Quay - Beresford Place - Dublin 1 Unit 1",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/juliette-viode-7","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e222f94bd16c074d8408072_The%20Lion%20and%20the%20Unicorn%20by%20Juliette%20Viode%20(3).jpg","2019",0
"121","Dublin City Council",53.348307,-6.254956,"Juliette Viode","The Lion and the Unicorn","Custom House Quay - Beresford Place - Dublin 1 Unit 1",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/juliette-viode-7","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e222f94bd16c074d8408072_The%20Lion%20and%20the%20Unicorn%20by%20Juliette%20Viode%20(3).jpg","2019",0
"122","South Dublin County Council",53.284135,-6.42167,"Sarah Joy Thompson","Wheels","Citywest Shopping Centre, Citywest Road, Citywest, Co. Dublin",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/sarah-joy-thompson","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f9706bd0fcf742e181e44dd_Wheels%20by%20Sarah%20Joy%20Thomosin%20(3).jpg","2020",0
"123","Dublin City Council",53.343583,-6.369142,"Andrew McCarthy","Lonely Souls","Cloighinn Park/Ballyfrermot Road, Ballyfermot, Dublin 10.",2021,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/andrew-mc-carthy","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/616c5e80f10393ac4abcd69f_Lonely%20Souls%20by%20Andy%20McCarthy%20(1).jpg","2021",0
"124","South Dublin County Council",53.320357,-6.394689,"Triona Walsh","Flower at the Mill","Clondalkin Village, Main Street, Convert Road Junction, Clondalkin, Dublin 22",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/triona-walsh","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e20ba6148539bd5bf88fa2f_Flower%20at%20Mill%20by%20Triona%20Walsh%203.jpg","2018 - 2020",1
"125","Dublin City Council",53.362637,-6.252316,"Steve Mulreany","The Marty Party","Clonliffe Road - Jones Road, Dublin 3",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/steve-mulreany","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e303a865ab6a3a7acc2c84a_The%20Marty%20Party%20by%20Steve%20Mulreany.jpg","2019",0
"126","Fingal County Council",53.382848,-6.401137,"Eva Kelly","Daydreaming","Clonsilla Road, Clonsilla, Dublin 15.",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/eva-kelly-2","","2018",0
